COUNTYNAME,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,Hispanic or Latino (of any race),Proportion White,Proportion Black or African American,Proportion American Indian and Alaska Native,Proportion Asian,Proportion Native Hawaiian and Other Pacific Islander,Proportion Some other race,Proportion Two or more races,Proportion Hispanic or Latino (of any race),Year,Turnout,Votes,Votes_R,Votes_DFL,Turnout_R,Turnout_DFL,TotalPop,FemaleProp,Midterms
Chisago,51690,672,218,382,4,107,968,1044,0.9564959937824984,0.012435003053237356,0.004033974204770452,0.007068707092762902,7.401787531688903e-05,0.0019799781647267816,0.017912325826687146,0.01931866545770804,2016,0.7245255161574549,30425,18441,9278,0.43914461934131876,0.22094158550234563,41993,0.4817231443335794,0
Clay,56626,1271,770,644,26,263,1802,2583,0.922217517344712,0.020699651477150586,0.01254030813328556,0.010488257711475196,0.00042343897592912283,0.004283248102667666,0.029347578254779974,0.04206703364711247,2016,0.6220922922167735,29685,13543,12971,0.2838132360953938,0.27182614527012866,47718,0.5124900456850664,0
Clearwater,7564,29,805,40,11,12,303,150,0.8630762209036971,0.003308991328160657,0.09185303514376997,0.004564125969876769,0.0012551346417161114,0.0013692377909630307,0.03457325422181652,0.01711547238703788,2016,0.6406952352412346,4276,2925,1100,0.43826790530416543,0.1648186994306263,6674,0.4940065927479772,0
Cook,4527,15,429,48,20,68,108,98,0.8680728667305848,0.0028763183125599234,0.08226270373921381,0.009204218600191754,0.0038350910834132313,0.013039309683604986,0.020709491850431447,0.01879194630872483,2016,0.765990639625585,3437,1156,1912,0.2576331624693559,0.4261199019389347,4487,0.5050144862937375,0
Cottonwood,10474,72,54,333,4,428,192,786,0.9062905598338671,0.006229990481958986,0.004672492861469239,0.028813705979060314,0.00034611058233105475,0.037033832309422865,0.01661330795189063,0.06801072942805228,2016,0.6687471104946833,5786,3679,1678,0.4252196024040684,0.1939435968562182,8652,0.5085529357374018,0
Crow Wing,60995,389,747,288,0,46,856,860,0.9632665308507448,0.006143301590309692,0.01179703415928365,0.00454825413369972,0.0,0.0007264572574659276,0.013518422008496392,0.013581592204797776,2016,0.7256885890949972,36148,22287,10982,0.44742230787761983,0.22046896330201557,49812,0.5056010599855456,0
Dakota,344555,22082,1168,19126,52,11411,13008,27048,0.8375141589005402,0.05367499428782553,0.0028390722456380865,0.046489808022323664,0.00012639705203183258,0.02773686078337004,0.031618708708270736,0.06574591275686555,2016,0.7419964131720532,233346,99583,110483,0.31665521934343244,0.351315170247135,314484,0.5145889774996503,0
Dodge,19633,67,54,181,0,158,268,988,0.9642453710525024,0.0032906045872010217,0.0026521290702814205,0.00888954373557291,0.0,0.00775993320563823,0.013162418348804087,0.04852413928588969,2016,0.7120870372827385,10734,6527,3102,0.4329972137455221,0.2057847950112777,15074,0.5007297333156429,0
Douglas,35891,212,138,79,0,139,403,532,0.9736585101188217,0.0057511800770441105,0.0037436926916607893,0.0021431284249362487,0.0,0.0037708208995713742,0.010932667787965929,0.014432206608431447,2016,0.753283720292191,21965,13966,6227,0.4789601838197469,0.2135532768613464,29159,0.5025892520319627,0
Faribault,13762,28,11,47,0,78,193,877,0.974714923153198,0.001983143282102132,0.0007790920036829804,0.003328847652100007,0.0,0.005524470571570224,0.013669523337346836,0.06211488065727035,2016,0.6926567274747661,7480,4659,2153,0.43142883600333365,0.19937031206593203,10799,0.5079173997592371,0
Fillmore,20497,87,16,91,2,33,151,266,0.981798151075346,0.0041672654116970825,0.0007663936389327967,0.004358863821430282,9.579920486659959e-05,0.0015806868802988937,0.00723283996742827,0.01274129424725775,2016,0.7080324338021031,11177,6271,3872,0.39725072849360193,0.24528062840491574,15786,0.5048143924996833,0
Freeborn,29129,406,88,439,7,325,357,2880,0.9472537478455986,0.013202822672433416,0.00286169555461611,0.014275958505414459,0.00022763487366264515,0.010568761991479951,0.0116093785567949,0.09365549087834542,2016,0.6813209928481279,16195,8808,6041,0.37055111485065206,0.2541438788388725,23770,0.5048380311316786,0
Goodhue,44289,562,526,245,0,58,770,1446,0.9534768568353068,0.01209903121636168,0.011324004305705059,0.005274488697524221,0.0,0.0012486544671689989,0.016576964477933262,0.031130247578040907,2016,0.7247596153846154,25929,14041,9446,0.3924698121645796,0.26403175313059035,35776,0.5055903398926654,0
Grant,5792,2,26,7,0,12,104,113,0.9745919569241124,0.00033653037186606087,0.004374894834258792,0.001177856301531213,0.0,0.0020191822311963654,0.01749957933703517,0.01901396601043244,2016,0.7705097352876832,3522,2063,1105,0.45132356158389847,0.24174141325749288,4571,0.4983592211769853,0
Hennepin,891912,150522,7999,83228,487,32774,42343,82312,0.7375653806237673,0.1244739573211827,0.006614761859476624,0.06882527816483566,0.00040272396869172597,0.027102413449492047,0.03501548461255391,0.06806779324631078,2016,0.7109965054380034,685043,191770,429288,0.19903538879726662,0.44555198407467794,963497,0.5095677516380435,0
Houston,18267,87,39,76,5,34,283,172,0.9721143100420414,0.004629876004470225,0.002075461657176308,0.004044489383215368,0.0002660848278431164,0.0018093768293331914,0.015060401255920388,0.009153318077803205,2016,0.7307666098807496,10724,5616,4145,0.3826916524701874,0.2824531516183986,14675,0.5070528109028961,0
Hubbard,19464,136,442,125,4,60,409,384,0.9430232558139536,0.0065891472868217045,0.021414728682170543,0.006056201550387597,0.0001937984496124031,0.0029069767441860465,0.019815891472868212,0.018604651162790697,2016,0.7115231625971483,11627,7261,3423,0.444342451502356,0.2094731044611713,16341,0.4958692858454195,0
Isanti,36830,228,176,336,9,144,738,683,0.9575934063076884,0.005928082993161905,0.004576064064896909,0.008736122305712279,0.00023400327604586465,0.0037440524167338335,0.0191882686357609,0.017758248615480615,2016,0.7188402841507766,21149,13635,5657,0.4634444784337718,0.1922776248258047,29421,0.4973998164576323,0
Itasca,42163,224,1594,191,5,98,1081,568,0.9296013757826967,0.0049387071170297215,0.03514419260957757,0.004211129729253021,0.00011023899814798484,0.0021606843637005033,0.02383367139959432,0.012523150189611077,2016,0.6870539978648087,24455,12920,9015,0.3629825251446873,0.25327302354329384,35594,0.4986233634882283,0
Jackson,9713,23,9,223,3,93,99,333,0.9557217357079604,0.0022631112860375872,0.0008855652858407951,0.021942339860277483,0.00029518842861359833,0.009150841287021549,0.009741218144248746,0.03276591557610942,2016,0.7153153153153153,5558,3609,1492,0.46447876447876446,0.19202059202059202,7770,0.4924066924066924,0
Kanabec,15385,54,155,76,1,30,217,246,0.9665158939565272,0.003392385978137957,0.0097374041965071,0.004774469154416384,6.282196255811031e-05,0.0018846588767433095,0.013632365875109938,0.015454202789295138,2016,0.6597211091521077,8232,5230,2327,0.4191376823208848,0.186488219265908,12478,0.4926270235614682,0
Kandiyohi,37765,1566,234,308,0,2047,590,4993,0.8883792048929664,0.036838390966831336,0.005504587155963303,0.007245354034344859,0.0,0.048153375676311456,0.013879087273582686,0.11745471653728536,2016,0.6797227894313471,21970,12785,7266,0.39555101788255675,0.22480044551698533,32322,0.5024750943629726,0
Kittson,4347,28,9,17,0,2,33,86,0.9799368800721372,0.006311992786293959,0.0020288548241659157,0.003832281334535618,0.0,0.0004508566275924256,0.007439134355275024,0.0193868349864743,2016,0.7169366715758468,2434,1349,823,0.39734904270986743,0.24241531664212077,3395,0.498379970544919,0
Koochiching,12106,119,471,57,0,3,174,25,0.9362722351121424,0.00920340293890178,0.03642691415313225,0.004408352668213457,0.0,0.0002320185614849188,0.01345707656612529,0.0019334880123743235,2016,0.6278048780487805,6435,3569,2306,0.3481951219512195,0.22497560975609757,10250,0.4993170731707317,0
Lac qui Parle,6723,70,14,28,0,26,55,145,0.9720936957779064,0.010121457489878544,0.0020242914979757085,0.004048582995951417,0.0,0.003759398496240601,0.007952573742047426,0.020965876229034126,2016,0.7232472324723247,3920,2293,1305,0.42306273062730626,0.24077490774907748,5420,0.5005535055350554,0
Lake,10390,96,56,0,7,45,127,149,0.9691260143643315,0.008954388583154557,0.0052233933401734925,0.0,0.0006529241675216863,0.004197369648353697,0.01184590989646488,0.013897957280104468,2016,0.7661412726211325,6562,2932,3077,0.34232340922358434,0.3592527729130181,8565,0.4900175131348512,0
Lake of the Woods,3667,4,12,45,0,0,173,48,0.9400153806716228,0.0010253781081773904,0.0030761343245321714,0.011535503716995642,0.0,0.0,0.04434760317867213,0.012304537298128686,2016,0.7314635718891038,2269,1540,553,0.49645390070921985,0.17827208252740168,3102,0.4874274661508704,0
Le Sueur,26471,213,95,125,2,451,293,1553,0.9573598553345388,0.007703435804701626,0.0034358047016274863,0.004520795660036167,7.233273056057866e-05,0.01631103074141049,0.010596745027124774,0.05616636528028933,2016,0.716366915009728,15096,9182,4623,0.435723437574147,0.21938024960850377,21073,0.4995966402505576,0
Lincoln,5652,13,39,8,0,40,41,93,0.9756602796478508,0.00224408769204212,0.006732263076126359,0.001380977041256689,0.0,0.006904885206283446,0.007077507336440531,0.01605385810460901,2016,0.6938496583143507,3046,1931,860,0.4398633257403189,0.1958997722095672,4390,0.5015945330296128,0
Lyon,22857,763,139,902,0,770,239,1586,0.8904168289832489,0.029723412543825482,0.005414881184261785,0.035138293728087265,0.0,0.029996104402025714,0.009310479158550836,0.06178418387222439,2016,0.6361757105943152,12310,7256,3825,0.3749870801033592,0.19767441860465115,19350,0.5062532299741602,0
McLeod,34309,59,75,221,0,698,564,1982,0.954990814451929,0.0016422646551244224,0.0020876245615988427,0.0061515337081779215,0.0,0.01942882591994656,0.015698936703223292,0.055168958414518736,2016,0.6914233576642336,18945,12155,4978,0.4436131386861314,0.1816788321167883,27400,0.5048905109489051,0
Mahnomen,2615,19,2273,24,22,37,490,188,0.4771897810218978,0.0034671532846715326,0.41478102189781024,0.004379562043795621,0.0040145985401459855,0.0067518248175182476,0.08941605839416059,0.034306569343065696,2016,0.5597883597883598,2116,991,930,0.26216931216931216,0.24603174603174602,3780,0.5108465608465609,0
Marshall,9168,21,32,20,2,27,136,385,0.974697001913672,0.0022326174782054007,0.0034020837763129915,0.00212630236019562,0.00021263023601956202,0.002870508186264087,0.014458856049330213,0.04093132043376568,2016,0.6777670305375155,4905,3208,1225,0.4432776012159735,0.16926903413016442,7237,0.4877711759016167,0
Martin,19708,54,19,152,2,33,225,802,0.9759817758629228,0.0026741940276333387,0.0009409201208339524,0.007527360966671619,9.90442232456792e-05,0.0016342296835537068,0.01114247511513891,0.03971673352151736,2016,0.6816313423249839,10613,7062,2733,0.4535645472061657,0.17552986512524085,15570,0.5089916506101477,0
Meeker,22500,125,73,88,23,71,214,805,0.9742790335151988,0.005412661297306659,0.003160994197627089,0.003810513553303889,0.0009959296787044251,0.003074391616870182,0.009266476140989,0.03485753875465489,2016,0.7102878770501204,12386,8104,3191,0.4647321940589517,0.18299116871200827,17438,0.4936345911228352,0
Mille Lacs,23495,136,1322,110,0,75,650,528,0.91108267411199,0.00527377074608345,0.051264153870017065,0.004265549868155732,0.0,0.0029083294555607253,0.02520552194819296,0.02047463936714751,2016,0.6760686845769092,13111,8340,3710,0.4300520806476564,0.19130614139122365,19393,0.501830557417625,0
Morrison,31929,196,49,167,0,130,379,491,0.9719634703196348,0.005966514459665145,0.001491628614916286,0.005083713850837139,0.0,0.003957382039573821,0.011537290715372907,0.014946727549467275,2016,0.706228621430276,17756,12925,3637,0.5140800254554132,0.1446583406252486,25142,0.5003977408320738,0
Mower,35964,1327,43,833,45,299,737,4293,0.9163269465960048,0.033810640032613117,0.0010955972278842234,0.02122401141459437,0.0011465552384834895,0.007618222584590297,0.0187780269058296,0.10938136975132493,2016,0.6053342336259284,17930,8823,7437,0.2978730587440918,0.2510803511141121,29620,0.5039162727886564,0
Murray,8191,35,25,66,33,39,74,285,0.967860096892355,0.00413564929693962,0.0029540352120997282,0.007798652959943282,0.003899326479971641,0.004608294930875576,0.008743944227815196,0.033676001417936904,2016,0.7282224612075587,4740,2974,1295,0.45690582270702107,0.19895529267168535,6509,0.5062221539406975,0
Nicollet,31025,951,74,508,0,252,416,1384,0.9337566965629328,0.028622163366038643,0.0022271714922049,0.015289231324866068,0.0,0.007584421838319389,0.012520315415638356,0.041654126286642994,2016,0.6952497047731515,18251,8437,7886,0.3213972801036151,0.3004076035198659,26251,0.4976572321054436,0
Nobles,17329,907,98,1303,10,1731,351,5661,0.7975056376271342,0.04174145151640665,0.004510101707395646,0.05996594412996456,0.00046021445993833126,0.07966312301532515,0.016153527543835432,0.2605274057710893,2016,0.5422670212108095,8769,5299,2733,0.3276853626862903,0.16900624574856224,16171,0.4809226392925608,0
Norman,6172,50,98,31,14,61,212,320,0.92979813196746,0.007532389273877674,0.014763482976800241,0.004670081349804157,0.0021090689966857487,0.009189514914130762,0.031937330521241335,0.04820729135281712,2016,0.661544601875873,3315,1699,1264,0.33905408102175216,0.2522450608660946,5011,0.501496707244063,0
Olmsted,127969,7903,418,8948,14,1495,3357,6957,0.8525355753344348,0.05265016255396258,0.0027847359164312737,0.05961200234504078,9.32686670575068e-05,0.009959761232212332,0.022364493950860737,0.04634786547993392,2016,0.6998795044947425,80736,35668,36268,0.30919666773581145,0.3143979125670744,115357,0.5170730861586206,0
Otter Tail,55163,782,206,377,7,449,710,1791,0.9561306201684749,0.013554269074773806,0.003570561930183381,0.006534474988733664,0.00012132977432661975,0.007782438381807468,0.012306305681700005,0.03104308940271085,2016,0.7236052259887006,32788,20939,9340,0.462107168079096,0.20612641242937854,45312,0.5007503531073446,0
Pennington,13268,234,209,108,42,57,238,479,0.937270415371574,0.016530093246679853,0.01476405764340209,0.007629273806159931,0.0029669398135066397,0.004026561175473298,0.016812658943204294,0.03383724215880192,2016,0.6193784277879342,6776,4000,2147,0.3656307129798903,0.19625228519195612,10940,0.5005484460694698,0
Pine,26585,615,705,149,13,177,823,803,0.9146110709739568,0.021158014242955932,0.024254309010217773,0.005126088003577941,0.0004472425774933773,0.006089379708948292,0.02831389548284997,0.027625829979014003,2016,0.6045927209705373,13954,8191,4580,0.354896013864818,0.19844020797227035,23080,0.4616984402079723,0
Pipestone,8609,125,124,91,0,121,215,491,0.9271943995691976,0.013462574044157244,0.013354873451803985,0.009800753904146474,0.0,0.013031771674744213,0.023155627355950455,0.05288099084544965,2016,0.7072814825623814,4847,3338,1127,0.48708594776010505,0.1644535240040858,6853,0.5196264409747556,0
Polk,29368,446,373,240,16,318,789,1880,0.9308399366085578,0.014136291600633916,0.011822503961965134,0.007606973058637084,0.0005071315372424723,0.010079239302694136,0.02500792393026941,0.0595879556259905,2016,0.6225088412731433,14962,8979,4712,0.3735801955481589,0.19604743083003953,24035,0.4994799251092157,0
Pope,10679,49,47,38,0,57,105,130,0.9730296127562642,0.004464692482915718,0.0042824601366742605,0.0034624145785876995,0.0,0.0051936218678815494,0.009567198177676536,0.01184510250569476,2016,0.7348257558273713,6368,3793,2106,0.43768751442418646,0.24301869374567275,8666,0.494345718901454,0
Ramsey,363250,59572,3401,72239,174,10430,22462,38985,0.6834070829758734,0.11207688023961107,0.0063985340377176745,0.13590817416956394,0.0003273581071928478,0.01962267274724944,0.04225929772279165,0.07334514832708719,2016,0.6601717820890144,274780,70894,177738,0.1703261457144573,0.4270238452759926,416225,0.5204420685927083,0
Red Lake,3846,23,66,12,0,27,68,129,0.9515091538842158,0.005690252350321623,0.01632855022266205,0.002968827313211281,0.0,0.0066798614547253846,0.016823354774863932,0.031914893617021274,2016,0.634315998675058,1915,1141,540,0.3779397151374627,0.17886717456111295,3019,0.4945346141106327,0
Redwood,13931,102,768,490,0,140,147,451,0.8942739761201695,0.0065476954679676465,0.04930029528822698,0.031454615483373985,0.0,0.008987032995249711,0.009436384645012195,0.028951084863268712,2016,0.6670996795704512,7703,5137,1887,0.444877457348229,0.16341906988828267,11547,0.5029011864553564,0
Renville,14000,45,204,75,0,504,167,1146,0.9336445481827276,0.003001000333444481,0.013604534844948316,0.005001667222407469,0.0,0.0336112037345782,0.011137045681893965,0.07642547515838613,2016,0.6811696942844484,7687,4890,2117,0.43331856446610545,0.18759415152857775,11285,0.4914488258750554,0
Rice,57784,2718,271,1432,49,1708,1154,5059,0.8874009460040543,0.04174089317525646,0.004161803550586645,0.021991522820812088,0.0007525032250138213,0.02623011241476749,0.017722218809509183,0.07769211868050863,2016,0.6383963443211998,32691,15429,14437,0.3013005780346821,0.2819286049054835,51208,0.4887712857366037,0
Rock,9208,75,64,88,0,45,74,246,0.9637848021770986,0.007850115135021981,0.006698764915218757,0.00921080175842579,0.0,0.004710069081013188,0.007745446933221688,0.025748377642872092,2016,0.7015437392795884,4908,3091,1373,0.4418238993710692,0.19625500285877645,6996,0.5090051457975986,0
Roseau,14569,117,220,443,2,25,233,166,0.93337177269524,0.007495675571785508,0.014094432699083862,0.02838106220770068,0.00012813120635530784,0.0016016400794413481,0.014927285540393362,0.01063489012749055,2016,0.6706653054279395,7883,5451,1856,0.46375701888718734,0.15790369236004764,11754,0.4849412965798877,0
St. Louis,185370,3053,3826,2111,77,612,5304,2943,0.925216992009104,0.015238104745124856,0.019096295039255716,0.01053640324826681,0.0003843216722484814,0.003054608615793125,0.026473274670207086,0.014689073784769881,2016,0.7011430974973093,113351,44630,57771,0.2760629940742024,0.35734786535202206,161666,0.5012061905409919,0
Scott,118278,4202,979,8235,173,3209,4414,6617,0.8479317513800272,0.030124023227471507,0.007018424259803571,0.05903649007097282,0.0012402322747150332,0.02300523335006093,0.031643845436948884,0.04743709226467848,2016,0.7323022587906544,75474,39948,28502,0.38760381898626095,0.27654661181401846,103064,0.5047543274082124,0
Sherburne,85480,1901,471,1032,11,445,1848,2233,0.937404044391806,0.020847041277361058,0.005165153309646006,0.011317278589288065,0.00012062990744396192,0.004880028073869369,0.0202658244505856,0.024487871211124272,2016,0.7118676386464643,48533,31053,13293,0.4554761869838802,0.1949777784296757,68177,0.4866597239538261,0
Sibley,14476,70,29,97,3,137,145,1237,0.9678411446145616,0.004680082904325734,0.0019388914889349469,0.0064852577388513745,0.00020057498161396003,0.009159590827037508,0.009694457444674736,0.08270375075215618,2016,0.6958643947461839,7841,5193,1954,0.46086261980830673,0.173411430599929,11268,0.4982250621228257,0
Stearns,138458,6908,537,3064,22,2001,2671,4745,0.9010614274279096,0.04495610467197272,0.003494705878524805,0.01993999778733706,0.00014317230787252457,0.013022172184223713,0.017382419742159688,0.030879663675233145,2016,0.6661682988213601,80202,47617,25576,0.3955130281660894,0.21243760019270225,120393,0.4968145988554152,0
Steele,33101,1079,50,433,5,1363,510,2636,0.9058591718891108,0.02952847486385157,0.0013683259899838535,0.011849703073260174,0.00013683259899838538,0.037300566486959855,0.013956925097835308,0.07213814619194878,2016,0.7048111592672178,19352,11198,6241,0.40783770987362056,0.22730087045197947,27457,0.5041337363878063,0
Stevens,9121,82,187,164,14,38,156,447,0.9343372259782832,0.008399918049580004,0.01915591067404221,0.01679983609916001,0.0014341323499282937,0.003892644949805368,0.015980331899200985,0.04578979717271051,2016,0.7094848838718049,5468,2799,2116,0.36317633320358117,0.27455559880628,7707,0.5074607499675621,0
Swift,9073,172,21,17,0,139,61,407,0.9567647368976062,0.01813772013076031,0.002214489085732363,0.001792681640830961,0.0,0.014657808710323737,0.006432563534746388,0.042918907518717714,2016,0.6945623887138748,5071,2963,1686,0.40583481714833586,0.23092727023695384,7301,0.4973291329954801,0
Todd,23266,69,58,116,0,345,481,1299,0.9560715019519213,0.0028354222313540173,0.002383398397370043,0.0047667967947400865,0.0,0.014177111156770084,0.019765769467844668,0.05337990548592562,2016,0.6475889073646945,12073,8485,2783,0.4551306120259615,0.1492785495896583,18643,0.491122673389476,0
Traverse,3149,15,137,0,0,16,80,77,0.9269944068295556,0.004415660877244628,0.04032970267883427,0.0,0.0,0.004710038269060936,0.023550191345304682,0.022667059169855758,2016,0.6910538286580743,1823,1049,630,0.3976497346474602,0.23881728582259287,2638,0.5018953752843063,0
Wabasha,20755,46,51,88,0,62,325,613,0.9731795376752472,0.0021568903268157735,0.0023913349275566185,0.004126224973038871,0.0,0.0029071130491864767,0.01523889904815492,0.028742908050827586,2016,0.7114421930870083,11938,6989,3866,0.416507747318236,0.2303933253873659,16780,0.5047079856972586,0
Wadena,13260,111,119,35,0,28,202,236,0.9640130861504908,0.008069792802617229,0.008651399491094147,0.002544529262086514,0.0,0.0020356234096692107,0.014685568884042169,0.017157397310069062,2016,0.6875551632833187,7011,4837,1684,0.4743552025105423,0.1651466117485535,10197,0.5069137981759341,0
Waseca,17752,509,133,93,0,225,322,1079,0.932646842492382,0.026741620258484814,0.006987496059682673,0.004885993485342019,0.0,0.011820951980666176,0.01691709572344226,0.056688031942839126,2016,0.6767788962165915,9749,5967,2838,0.41423116973273166,0.19701492537313434,14405,0.5321763276640056,0
Washington,216007,9796,944,12605,111,1910,7372,9493,0.8683873042674225,0.03938169611449476,0.003795051156807172,0.050674385414782204,0.0004462401254296568,0.007678546302438241,0.0296367766186255,0.03816358117751111,2016,0.7639108736465131,145263,64428,67086,0.33881476884889855,0.35279269235421257,190157,0.5098050558222942,0
Watonwan,9970,70,50,131,0,691,84,2489,0.9066933430338304,0.006365951255001819,0.004547108039287013,0.011913423062931977,0.0,0.06284103310294653,0.0076391415060021815,0.22635503819570754,2016,0.6117348786671496,5067,2768,1814,0.3341784377640951,0.21900277677170107,8283,0.5047688035735844,0
Wilkin,6174,47,99,0,0,7,152,82,0.9529248340793331,0.0072542058959716,0.01528013582342954,0.0,0.0,0.0010804136440808766,0.02346041055718475,0.012656274116375984,2016,0.6795445302968687,3342,2129,893,0.4328995526636844,0.18157787718584792,4918,0.4947132980886539,0
Winona,48034,755,170,1342,12,232,600,1400,0.9391729396812982,0.01476195131488904,0.003323883077524685,0.026239124059047804,0.00023462704076644835,0.004536122788151334,0.011731352038322415,0.027373154756085642,2016,0.6327168658762415,26309,12122,11366,0.29152738029388425,0.27334599937471443,41581,0.5073952045405353,0
Wright,123077,1480,419,1412,9,1195,2330,3502,0.9473145425716968,0.011391450254768246,0.003225011930235064,0.010868059297116732,6.927233263034743e-05,0.009197826388140576,0.01793383722541217,0.02695463431905297,2016,0.7396913469551366,70122,43274,20334,0.4564816084557854,0.21449593350140825,94799,0.4998470448000506,0
Yellow Medicine,9288,24,331,61,0,134,200,416,0.9252839210998208,0.002390914524805738,0.032974696154612466,0.006076907750547918,0.0,0.013349272763498704,0.019924287706714484,0.04144251842996613,2016,0.7017405063291139,5322,3382,1524,0.44593881856540085,0.20094936708860758,7584,0.495912447257384,0
